Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Mean,Bwd Pkt Len Mean,Flow Byts/s,Flow Pkts/s,Pkt Len Mean,Pkt Len Std,SYN Flag Cnt,ACK Flag Cnt,FIN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,URG Flag Cnt,Label
0.0124089120279776,0.7619480151180383,0.1855922704424573,0.1339976050235842,0.6199262003187341,0.0147063995400195,0.4165926291780378,0.0294877125235216,0.557847322117768,0.0890011625900829,0.2078831513032614,0.5204813376326524,0.6947120283520851,0.9155602674589938,0.9128884495514852,0.0870633692402288,0.3430475989828577,0.895896296278684,BENIGN
0.5711657990296246,0.5281239659751361,0.6996429712940823,0.8955555389198504,0.8496652550838959,0.8217529481789568,0.040875127997872,0.9485821544343332,0.8333350130684889,0.6987539032414966,0.98535646033001,0.5493430109394755,0.4231627304616031,0.5653547976190297,0.9094276844291302,0.9821681846198516,0.5761531727286869,0.9515679063484994,BENIGN
0.3669690879827497,0.6517564182201658,0.3572814554123289,0.7943896187261983,0.3375092757435245,0.7474794320902831,0.0669444071207397,0.5835770056648573,0.6405393279278698,0.1329618778266741,0.4072248609644943,0.9848995399027882,0.9663057322146692,0.3171554559115105,0.2355738733126698,0.1444880293133681,0.6757279074545763,0.7999907438230973,BENIGN
0.2965676037510932,0.1654633957321915,0.000947245947776,0.9380487999885904,0.7167586024744004,0.3657471009049663,0.6174029057399247,0.7225452443072533,0.2433318165373353,0.2834439152079491,0.9853214993985376,0.5621351513713256,0.2117565048875487,0.9420574553210992,0.0346942683875578,0.6139074894833986,0.1294159590518926,0.1778784481683568,BENIGN
0.0505156181967905,0.1071194306566634,0.7610661209214742,0.6461975978716225,0.1701255521910053,0.3002571478178215,0.2256571457783719,0.0558751443504166,0.9742866338893648,0.3277803621892101,0.7718450604983771,0.4563531859498052,0.3305289586247175,0.4273372832684633,0.1518833888959707,0.6690526901438786,0.9050156347048802,0.8000896854591961,BENIGN
0.1643753252060924,0.1124286527562459,0.037238518903472,0.7230283302821956,0.80387010026926,0.0479876703880048,0.5179306507409628,0.8075616519884048,0.2755048984305127,0.1918779803839944,0.1298402231124531,0.5836435763217563,0.8741748190680363,0.6547650750747541,0.657688069345436,0.9458568735118996,0.4014214032750378,0.9322150062194824,BENIGN
0.406733964706769,0.7092625001813527,0.5742604107869531,0.9505774319618756,0.1524816598462238,0.3344000366101045,0.0934575999555041,0.1114343826986894,0.7985027561953187,0.6868416043110142,0.3075171574240498,0.914256202263644,0.4725487412604076,0.8675721197015033,0.13152226577054,0.0484104071647657,0.1535314872672188,0.5344543134576963,BENIGN
0.1140177221913603,0.246594752691189,0.5557947594241192,0.1078345782204124,0.9773589553198558,0.1842303433371033,0.5761064193819214,0.7033987508867315,0.5518599321023596,0.3311510487767113,0.0330288650764747,0.0233042331593528,0.3263710627975856,0.9915953004871684,0.701185660040108,0.0985211611660751,0.1946406332523892,0.5644728312421741,BENIGN
0.1592945861462855,0.1961015419483562,0.2956291352281132,0.9020854552107128,0.1744131326865378,0.7029831110891,0.9425668357450564,0.4145762486366219,0.0442974026417612,0.9698591414288614,0.7591232384392693,0.996459652366819,0.1561294830132348,0.2168276000249801,0.3766219250024174,0.3854577667187417,0.980204908342904,0.6333624010241092,BENIGN
0.3221668214050088,0.9453603643408732,0.6896013866620222,0.427449440990771,0.9406299396510612,0.7672678580152155,0.3574222295805868,0.8548747507839821,0.869155867380325,0.9829704858533028,0.3095633787941413,0.4325165497173385,0.00039891656982,0.8584993367798404,0.8917004740075825,0.7770277950481195,0.1554272785286818,0.4264531285962455,BENIGN
0.4060697880814309,0.2366323349447016,0.7738907225618205,0.4962191162539593,0.9043525146823476,0.6399419990896025,0.5225275525644216,0.1926966115818102,0.6515618785111525,0.2330248384716731,0.8790695975289561,0.1689480683750315,0.424278601330415,0.6882993201872679,0.9959102692350184,0.4844685731264359,0.3296808891921586,0.9322233461845306,BENIGN
0.0727183488591874,0.9151526467698718,0.4220330911852857,0.5967789848089724,0.6143619086907415,0.7419566508844501,0.392488159561792,0.1458089638968888,0.4705844033745403,0.1785119845405771,0.34175129499846,0.6683205957684011,0.2869338885860063,0.1551115806971665,0.5628348184408098,0.8500751983058067,0.0109232194596264,0.1941666306327552,BENIGN
0.0773737349980172,0.0113648396957994,0.7729986832435852,0.2504175045689653,0.0586719988686567,0.1085363753745753,0.3594246544688034,0.0856784256137515,0.9720977287375576,0.9742022789783996,0.483124540925969,0.011933162160614,0.3625539829264347,0.9622782734701442,0.9790376819744742,0.3818738793767378,0.181834116223752,0.8930806962251342,BENIGN
0.0066982304220949,0.1804647201441289,0.727536998531177,0.8201576124193395,0.9844490601344922,0.1829894326738321,0.3909039488939871,0.4819132046714235,0.157506947390726,0.4696036451088354,0.9393938799054964,0.9451648589906846,0.6268514085111218,0.402645233611873,0.817959477523755,0.6380761124055484,0.6729578731752721,0.3567721247043762,BENIGN
0.9643982866881772,0.829164322647317,0.9219839097636506,0.4255411470683119,0.0823794513039611,0.6913681626618566,0.6718653417813268,0.1824609527649663,0.1340313766006859,0.297591029621391,0.3964980628860524,0.8306491706750537,0.9785417930316784,0.4221094484601767,0.4861339102583238,0.6706215336119121,0.1570525260408025,0.1219256003198684,BENIGN
0.7082844145533383,0.6290524162260829,0.1755569776427468,0.987424322467628,0.72389130302881,0.0454497562488376,0.788684025856611,0.5165523151846292,0.0759682843044299,0.8387939457784056,0.449831833772196,0.1710252620591562,0.0350371618693742,0.111555471904753,0.3754344424952083,0.0287063463149592,0.1918122843252152,0.0452083315105542,BENIGN
0.1620424696605091,0.6293854260795912,0.3647119780041198,0.6965088235505147,0.1247056309566173,0.8461866601685598,0.9668830773744728,0.0567519088089366,0.8756850798097598,0.2885073623489081,0.6290650447462578,0.9844938793388788,0.209543859025875,0.9614880272942644,0.4625949653261502,0.9017004555891128,0.5888912309405268,0.1933522102421562,BENIGN
0.537150940147221,0.55698081283156,0.6953883221463854,0.1386354197501823,0.4873029415540431,0.747818754638061,0.0719737684591506,0.404649675289664,0.698960112756078,0.3459889002141941,0.3643911704171755,0.7815089055676151,0.23885585710903,0.6861049431494849,0.6847066084827325,0.2758473467400643,0.4178134166566959,0.9967699482329324,BENIGN
0.314832464917856,0.8198451944466563,0.7748804902617854,0.3001723013948757,0.2067786889244096,0.7880440384382412,0.2229962206173065,0.7215427040362496,0.3982540321251171,0.0370879697234316,0.5992733622875374,0.616603815856611,0.0066501291537633,0.8584444450541748,0.4450818139283348,0.343866037087543,0.0952888513382672,0.8534742508274727,BENIGN
0.779695136672002,0.2941242961899508,0.3832950675084124,0.679589715239681,0.4161389872846727,0.869642347903585,0.0492867171923351,0.851678676298747,0.6018803125146797,0.5305574786107986,0.5876674718836392,0.4314239068563116,0.3229445859317218,0.9517298329261724,0.3062800693785513,0.2104947141061097,0.4194429582140037,0.8861975096082769,BENIGN
