Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Mean,Bwd Pkt Len Mean,Flow Byts/s,Flow Pkts/s,Pkt Len Mean,Pkt Len Std,SYN Flag Cnt,ACK Flag Cnt,FIN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,URG Flag Cnt,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,Label
0.01240891202797767,0.7619480151180383,0.1855922704424573,0.13399760502358427,0.6199262003187341,0.01470639954001951,0.41659262917803785,0.02948771252352167,0.557847322117768,0.08900116259008295,0.2078831513032614,0.5204813376326524,0.6947120283520851,0.9155602674589938,0.9128884495514853,0.08706336924022884,0.34304759898285775,0.895896296278684,0.010467272862252464,0.15771639782233604,0.4666277642757659,0.3028332790619931,0.0442479792383087,0.7588602067342204,0.9453657158638801,0.17550062531545918,0.2580647131874465,0.3609158123855132,0.729212911893148,0.5101073652887277,0.17854368705578216,0.573026520870716,0.13743465066680305,0.36784935080651227,0.31393333049448935,0.04411920405501624,0.9997008731888436,0.11828358360954117,0.3296588593608091,0.14238699923939946,0.19747092527747212,0.2458145686611506,0.7187215585751424,0.01652816006648994,0.09863081051062506,0.15720527434317888,0.25907700563882696,0.4665038083795835,0.6873510790445034,0.8233877953207225,0.17472203249779528,0.014178694259505131,0.3323014039959967,0.25633036041589663,0.9556631025988864,0.7821262839620072,0.8020566170810838,0.8451577146811419,0.2883973436479723,0.7398638236318236,0.02117859670783584,0.4282616516769311,0.13948250950542085,0.5650528565090062,0.9453149380201916,0.4047181193331817,0.30554913201085876,0.44936369026790657,0.5524154434492342,0.32052274666216174,0.4755960232630865,0.6537118633113727,0.5733879106195857,0.29348656085848956,0.7116177762520662,0.27719986613715886,0.1789900011572395,0.2468447270515679,0.8129554987212766,BENIGN
0.5711657990296246,0.5281239659751361,0.6996429712940823,0.8955555389198504,0.8496652550838959,0.8217529481789568,0.040875127997872074,0.9485821544343332,0.8333350130684889,0.6987539032414966,0.98535646033001,0.5493430109394755,0.42316273046160313,0.5653547976190297,0.9094276844291302,0.9821681846198516,0.5761531727286869,0.9515679063484994,0.3814295102073514,0.8632522110038134,0.7319938401053859,0.6128904451476571,0.4657021643392232,0.5534926255375401,0.2727123842464786,0.35166153657059773,0.13161088624014539,0.8775178177425614,0.23647562596257654,0.47666153175773707,0.44956601421084663,0.31697362265706974,0.7351086906906683,0.29142860121727265,0.7061738688149634,0.9410162814293038,0.3001252565106465,0.4061310578777054,0.8561390708083235,0.17768440178221345,0.0741537908484966,0.10381569182349415,0.257921455971012,0.24782648853889733,0.07264830351459395,0.5170070284021717,0.2110876463953304,0.5735504321618972,0.9509757001250951,0.5060614532985128,0.8345244900124633,0.819544816372456,0.9856917463958729,0.4868517100566603,0.9360911331486704,0.15689763695143155,0.910266795855716,0.2634432472139352,0.0677322643197521,0.5456043381713421,0.6040938558696293,0.5020607535505707,0.23922550946246413,0.1209587248405084,0.9387320836492784,0.2988444841345711,0.6521768910795491,0.18654334079305757,0.3232254235137696,0.6429639554520739,0.03261898534021046,0.796702056954621,0.3195008753243124,0.5179086834102546,0.855168318966805,0.278252573054644,0.38626188938438333,0.6363020068514311,0.45094461365795324,BENIGN
0.36696908798274974,0.6517564182201658,0.3572814554123289,0.7943896187261983,0.3375092757435245,0.7474794320902831,0.06694440712073979,0.5835770056648573,0.6405393279278698,0.13296187782667412,0.4072248609644943,0.9848995399027882,0.9663057322146693,0.3171554559115105,0.23557387331266988,0.14448802931336813,0.6757279074545763,0.7999907438230973,0.7439820878278689,0.10076532318132636,0.8551485003745081,0.7849700671480786,0.6374852157490749,0.17956372919991492,0.8083296276920099,0.9859350386263946,0.11628429047044164,0.8048873136753572,0.8441816860039182,0.39942426027424527,0.19245124513949496,0.5260977211065502,0.15303357472199908,0.7104627049377231,0.6496531253684127,0.9699620172835286,0.15099448314888742,0.29930406349460936,0.20841175298342496,0.46078661140322896,0.4849413380465478,0.1582698134145425,0.012849276464823922,0.19207741215797047,0.577610313543353,0.40631846069164423,0.5294613724856125,0.4334845127569835,0.6005149067391562,0.12493654852324221,0.02424588231210778,0.11890191687741924,0.6641765487810831,0.42448489800687195,0.6230758312257692,8.930919015315286e-05,0.6265663300892864,0.20687951591975862,0.4971991573599145,0.8818994851120486,0.9143381578462224,0.05331832639968115,0.6301978691278544,0.10833137076219523,0.4985767951715414,0.7490613111085449,0.6061667520950682,0.9304097846674312,0.21268691612495016,0.6586945970116163,0.20126714497667952,0.7327588981516644,0.45042396424784814,0.23248842050246632,0.8091699094988002,0.4818646535900918,0.6684966050397876,0.8397815463534136,0.502386485278151,BENIGN
0.29656760375109326,0.1654633957321915,0.0009472459477760653,0.9380487999885903,0.7167586024744004,0.3657471009049663,0.6174029057399247,0.7225452443072533,0.24333181653733538,0.2834439152079491,0.9853214993985375,0.5621351513713256,0.2117565048875487,0.9420574553210991,0.03469426838755785,0.6139074894833986,0.12941595905189263,0.17787844816835685,0.9464457724196145,0.016372574060216638,0.7200312086267961,0.6826253968880143,0.5741872767237642,0.5581990488347753,0.5004126960673235,0.22245528732829,0.9530940425907881,0.34831010439564336,0.7297530908849884,0.3921764928685062,0.08223965590446547,0.37527781866308996,0.20190036161928027,0.6551209197137259,0.6544853655309621,0.5224958159337485,0.05612901040732232,0.09496765680263985,0.505471696360974,0.8146343970952222,0.2486439250059178,0.16440316888212647,0.1803835781787645,0.8161251435415314,0.9031468491999726,0.6010659162791064,0.38194269723082575,0.9659489275177906,0.5407197527216815,0.7490141403737849,0.9720346915428195,0.10982526373309598,0.1680987169188921,0.2054019307027265,0.7579934792469867,0.4257738719849409,0.6246803695499575,0.07555340474058392,0.510153855031267,0.6667279531101518,0.6990574327869377,0.5583101354811929,0.2996648591306248,0.7075372662755782,0.004688096476876624,0.2652527800600929,0.3080916330257756,0.6699731201865585,0.4900908797274961,0.4258295625681574,0.36539086977140245,0.7928831189543195,0.28633707244237705,0.3473043321875836,0.6197216470792078,0.27776366031095645,0.19552394023770026,0.1695125322500164,0.8295612296364098,BENIGN
0.05051561819679051,0.1071194306566634,0.7610661209214742,0.6461975978716225,0.17012555219100534,0.30025714781782153,0.22565714577837193,0.05587514435041663,0.9742866338893647,0.32778036218921014,0.7718450604983771,0.45635318594980523,0.33052895862471754,0.4273372832684633,0.15188338889597075,0.6690526901438786,0.9050156347048802,0.8000896854591961,0.13002136192467717,0.0393168152429797,0.6716668874767587,0.39478592388142375,0.702107096222531,0.7536615363743223,0.7803150991554403,0.7698026544927611,0.052561409318447105,0.09552663370149572,0.45497579141764954,0.15472928825164334,0.5973629783498361,0.2918919994964828,0.5156337149913692,0.15318903412682694,0.6667324555564111,0.599638026461159,0.2221343744460511,0.16074891117356904,0.12067308121979137,0.7286897784819799,0.018001702965959265,0.3296231501790281,0.4962221802840663,0.8000033536783081,0.01121916073292184,0.45300823141672086,0.1389269345891393,0.35279676273082816,0.3295531455994871,0.10129113071781837,0.832511073948762,0.27686280651979367,0.14627030583583656,0.6731650945565718,0.5322553834267777,0.49613824895591885,0.6935738831458467,0.5411193535192479,0.7655312319670655,0.2670534163189585,0.6120734973078432,0.2511525315752453,0.2624870877627965,0.7446670286106039,0.5965254870265186,0.1958427591470162,0.15868132059639017,0.7424581739384091,0.1807555879892111,0.7953692991448007,0.5080239441222666,0.7264439547945144,0.767535241206014,0.31146626631844043,0.49676724292162644,0.8721301840200919,0.7181417691094776,0.9056015570350384,0.5022577591272225,BENIGN
0.16437532520609244,0.11242865275624592,0.03723851890347207,0.7230283302821956,0.80387010026926,0.04798767038800489,0.5179306507409628,0.8075616519884048,0.27550489843051273,0.1918779803839944,0.12984022311245313,0.5836435763217563,0.8741748190680363,0.6547650750747541,0.657688069345436,0.9458568735118996,0.40142140327503784,0.9322150062194824,0.3111499774129465,0.945674937769177,0.3715793876290411,0.4646368625478251,0.6080150989199152,0.3760178767037212,0.3858448170864719,0.9982667223596425,0.5617867445143925,0.3990450804421184,0.9433539098646879,0.8341849585491283,0.23248224213545665,0.2607742758979028,0.6401193884369487,0.6225522325263448,0.7355675689990686,0.2614075158374768,0.68512817927146,0.28616506319349844,0.673704475543318,0.9090697177434933,0.872085059708358,0.7847074917160359,0.17298717515867934,0.9338803828458001,0.2844869607668066,0.15587007950635945,0.2343311695743141,0.1376698824405891,0.9738377732783643,0.10248012291775888,0.728140820911862,0.7117927884532678,0.06108133129607618,0.6196372630362416,0.8930202520589628,0.2674158697075112,0.668532129130595,0.03271267259203403,0.666836879897944,0.19114665282957022,0.16981430361061856,0.6054693997432086,0.30517323989089706,0.3324213189473383,0.60392740672111,0.31217710537874743,0.6455791453478185,0.9671192999564213,0.107951551943399,0.1296803290651144,0.7425027310303102,0.7109527924955505,0.8177234526468656,0.11580370690428887,0.41689993750845467,0.5245645890480878,0.7123398504169345,0.733674321986588,0.3044497076500291,BENIGN
0.40673396470676904,0.7092625001813527,0.5742604107869531,0.9505774319618757,0.15248165984622386,0.33440003661010453,0.09345759995550418,0.11143438269868944,0.7985027561953187,0.6868416043110142,0.30751715742404984,0.9142562022636439,0.4725487412604076,0.8675721197015033,0.13152226577054005,0.048410407164765745,0.15353148726721888,0.5344543134576963,0.5709812164546368,0.40236302285334125,0.7721322542132776,0.6148714807029102,0.12633049918515926,0.3946784915399456,0.1189298012150396,0.4315975038237957,0.8907568962195997,0.16382777851257102,0.04009864444950262,0.3173294109572765,0.3253346248143639,0.9764075618253651,0.07468606690172908,0.9132584714204139,0.8481727372013496,0.10709320420543356,0.24196669700897255,0.8155797323505483,0.4546123983579109,0.521050552260469,0.2762542197210852,0.050344496363192714,0.3598679744427684,0.8686968486735596,0.13777444692834473,0.16787387015910693,0.29128562822006887,0.7736163857884625,0.18380329119506789,0.38933572104977854,0.8681971838790719,0.6404863446183454,0.09326380252659627,0.660630165007876,0.3454242102130607,0.6788536385685444,0.45433824898394115,0.2631679668527954,0.5907329482411434,0.1035645838054885,0.2473088873193363,0.779039640679673,0.8943865815929104,0.8339762439561864,0.5359669112636566,0.28041744594246876,0.738728380869358,0.7681515686189312,0.45123391150084835,0.6400275822061278,0.37519508849614147,0.7195825349882645,0.2314876166879325,0.7474233848121297,0.20958131700197546,0.15773755739075945,0.07493547850285232,0.6926534627900296,0.9066291892282262,BENIGN
0.1140177221913603,0.24659475269118902,0.5557947594241192,0.10783457822041242,0.9773589553198558,0.1842303433371033,0.5761064193819214,0.7033987508867315,0.5518599321023596,0.3311510487767113,0.033028865076474734,0.023304233159352816,0.32637106279758565,0.9915953004871685,0.701185660040108,0.09852116116607512,0.19464063325238923,0.5644728312421741,0.7682395208776278,0.2120086109684708,0.07769732468094981,0.48585829639620426,0.33124090523804284,0.2239010049363802,0.3517561135046572,0.45244997640487084,0.277655293542289,0.5305875530374625,0.5746486343423873,0.09453756497673516,0.7025048976196088,0.31509109099529553,0.8425110050051184,0.894601716632737,0.41484743876744457,0.23931965441079106,0.8373970067736857,0.6562301526296702,0.30058508670148343,0.3181505416275202,0.7205442320084313,0.5648784038860672,0.38949360734118044,0.21496211071318527,0.15309691236388623,0.4126310281315648,0.3462861547032713,0.6615795838954106,0.09599248525145554,0.11403259508069907,0.42123698544541655,0.8323165088011681,0.9357627371940663,0.7673552107793763,0.08187157361228481,0.17561552207374087,0.243242057824828,0.9749228038108112,0.18673345165809607,0.3053018510167821,0.21271342850274888,0.6736909734407932,0.9156118027484766,0.9307491408275878,0.3576585031016918,0.13690697668127694,0.4033493924516671,0.35335849902312066,0.4055042078398544,0.05063730346515771,0.8472882176096019,0.9406795304490411,0.42823013716101066,0.11701130257810222,0.9713035981982374,0.6021177321837016,0.18675376168608304,0.9033840064437072,0.9022986747366832,BENIGN
0.15929458614628556,0.19610154194835627,0.2956291352281132,0.9020854552107127,0.1744131326865378,0.7029831110891,0.9425668357450563,0.4145762486366219,0.044297402641761296,0.9698591414288614,0.7591232384392693,0.996459652366819,0.15612948301323482,0.21682760002498014,0.3766219250024174,0.38545776671874177,0.9802049083429039,0.6333624010241092,0.1522666363708466,0.8759117696596229,0.8289912769517519,0.8192087713264751,0.20741457594413504,0.36333131822011044,0.716661462795598,0.11112512406511132,0.5305567480545016,0.11648661710738195,0.5219854598779624,0.2826288831688256,0.9765607087241865,0.8449795694155185,0.9668332849442657,0.5503317130385815,0.07133834448716603,0.657051248341271,0.807771809626956,0.6753468034519644,0.44065817827636444,0.43989815714009506,0.15328431755930527,0.39764471847606253,0.7602078462346478,0.05230340939475564,0.29150727437309276,0.6098315113394478,0.5981924987073431,0.35828325606890155,0.6648230132667424,0.6948867854839579,0.09540178462021698,0.9573728921064472,0.6467330418580575,0.23608867193288785,0.297653558869173,0.5728936188192313,0.08863409677770206,0.9727772194976974,0.32037591814158894,0.6700147255493394,0.7735674077714387,0.834300435169543,0.3119591913954315,0.6823405212985199,0.2893494721580425,0.5519431125848715,0.555803188735643,0.8633357911980252,0.6981291754200123,0.6943505322525471,0.6773988253663824,0.5636579384320453,0.5825569593361661,0.17046487806151178,0.3782782912787802,0.3209193838876907,0.23012934540768304,0.3960770891651706,0.23572092798010125,BENIGN
0.32216682140500885,0.9453603643408731,0.6896013866620222,0.427449440990771,0.9406299396510612,0.7672678580152155,0.3574222295805868,0.8548747507839821,0.869155867380325,0.9829704858533028,0.3095633787941413,0.43251654971733855,0.0003989165698200514,0.8584993367798404,0.8917004740075825,0.7770277950481195,0.15542727852868188,0.4264531285962455,0.7332500545100322,0.008945320539805346,0.20678916022698401,0.0046847660234298205,0.20592786561047738,0.14180293157822466,0.2752176045537308,0.19891393631543697,0.4107666546647708,0.46508719439672286,0.3358219293745155,0.8069567369431911,0.23268810128007522,0.1813053064301534,0.16462214646598639,0.7265953841362006,0.9874179634173945,0.6880404077113423,0.5767135066892382,0.94576789979254,0.16233824481235548,0.6818792471680153,0.9191114508762095,0.33333674516585254,0.7947190964164905,0.13315804591615776,0.027437534472182334,0.515771872986404,0.9758177981724231,0.5695240918745418,0.39680479789735146,0.9126688702510672,0.17388550169356976,0.13738066316101216,0.9077732736853111,0.8897142331454694,0.2475138945099562,0.4613349213637544,0.18062073216581143,0.899704946644581,0.3692493085501879,0.6856486762077126,0.7496832716362054,0.7385974215775328,0.4322350514588096,0.1973450855633766,0.6088837064712211,0.6967485556012157,0.20334385724988024,0.4517481401246134,0.7561138932867949,0.28184891415374747,0.7963946676534588,0.08212306506144051,0.7657944708376894,0.046846323649716415,0.8347485871754374,0.010435675540812928,0.989313682821672,0.5076777623940764,0.26499731143641336,BENIGN
